3
33
12.7974, 77.4239
12.856, 77.5887
12.856, 77.5887
12.8872, 77.5971
12.8896, 77.5977
12.8896, 77.5977
12.8896, 77.5977
12.8896, 77.5977
12.8896, 77.5977
12.8896, 77.5977
12.8881, 77.5915
12.9169, 77.6217
12.909, 77.5979
12.909, 77.5979
12.909, 77.5979
12.909, 77.5979
12.9177, 77.6089
12.9177, 77.6089
12.9125, 77.5982
12.9142, 77.6008
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9165, 77.6017
12.9175, 77.6
12.9175, 77.6
12.9219, 77.5986
12.9219, 77.5986
12.942, 77.6232
33
12.7974, 77.4239
12.9409, 77.6199
12.9409, 77.6199
12.9409, 77.6199
12.935, 77.6115
12.935, 77.6115
12.935, 77.6115
12.935, 77.6115
12.935, 77.6115
12.935, 77.6115
12.9269, 77.5991
12.9269, 77.5991
12.9269, 77.5991
12.9269, 77.5991
12.9362, 77.6089
12.9368, 77.6004
12.9522, 77.6189
12.9522, 77.6189
12.9522, 77.6189
12.9435, 77.6077
12.9435, 77.6075
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
32
12.7974, 77.4239
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9437, 77.6077
12.9389, 77.6009
12.9544, 77.6176
12.9544, 77.6176
12.9442, 77.6026
12.9442, 77.6026
12.9442, 77.6026
12.9442, 77.6026
12.9442, 77.6026
12.9446, 77.6026
12.9379, 77.5945
12.9575, 77.6145
12.9478, 77.6028
12.9568, 77.613
12.9431, 77.5959
12.9482, 77.6003
12.9482, 77.6003
12.9482, 77.6003
12.9482, 77.6003
12.9229, 77.5664
12.9229, 77.5664
12.9486, 77.5797
12.9641, 77.5711
